WT2015,WT2016,WT2017,WT2018,WT2019,WT2020,WT2021,WT2022,WT2023,WT2024,WT2025,WT2026,WT2027,WT2028,WT2029,WT2030
165.4899218658892,165.4899218658892,165.4899218658892,165.4899218658892,165.4899218658892,165.4899218658892,165.4899218658892,165.4899218658892,165.4899218658892,165.4899218658892,165.4899218658892,165.4899218658892,165.4899218658892,165.4899218658892,165.4899218658892,165.4899218658892
167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207
155.94740291545187,155.94740291545187,155.94740291545187,155.94740291545187,155.94740291545187,155.94740291545187,155.94740291545187,155.94740291545187,155.94740291545187,155.94740291545187,155.94740291545187,155.94740291545187,155.94740291545187,155.94740291545187,155.94740291545187,155.94740291545187
137.81661690962096,137.81661690962096,137.81661690962096,137.81661690962096,137.81661690962096,137.81661690962096,137.81661690962096,137.81661690962096,137.81661690962096,137.81661690962096,137.81661690962096,137.81661690962096,137.81661690962096,137.81661690962096,137.81661690962096,137.81661690962096
135.00238250728862,135.00238250728862,135.00238250728862,135.00238250728862,135.00238250728862,135.00238250728862,135.00238250728862,135.00238250728862,135.00238250728862,135.00238250728862,135.00238250728862,135.00238250728862,135.00238250728862,135.00238250728862,135.00238250728862,135.00238250728862
75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725
111.11373760932945,111.11373760932945,111.11373760932945,111.11373760932945,111.11373760932945,111.11373760932945,111.11373760932945,111.11373760932945,111.11373760932945,111.11373760932945,111.11373760932945,111.11373760932945,111.11373760932945,111.11373760932945,111.11373760932945,111.11373760932945
78.1030915451895,78.1030915451895,78.1030915451895,78.1030915451895,78.1030915451895,78.1030915451895,78.1030915451895,78.1030915451895,78.1030915451895,78.1030915451895,78.1030915451895,78.1030915451895,78.1030915451895,78.1030915451895,78.1030915451895,78.1030915451895
126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037
129.4871300291545,129.4871300291545,129.4871300291545,129.4871300291545,129.4871300291545,129.4871300291545,129.4871300291545,129.4871300291545,129.4871300291545,129.4871300291545,129.4871300291545,129.4871300291545,129.4871300291545,129.4871300291545,129.4871300291545,129.4871300291545
106.2454355685131,106.2454355685131,106.2454355685131,106.2454355685131,106.2454355685131,106.2454355685131,106.2454355685131,106.2454355685131,106.2454355685131,106.2454355685131,106.2454355685131,106.2454355685131,106.2454355685131,106.2454355685131,106.2454355685131,106.2454355685131
266.2201049562682,266.2201049562682,266.2201049562682,266.2201049562682,266.2201049562682,266.2201049562682,266.2201049562682,266.2201049562682,266.2201049562682,266.2201049562682,266.2201049562682,266.2201049562682,266.2201049562682,266.2201049562682,266.2201049562682,266.2201049562682
124.65117551020406,124.65117551020406,124.65117551020406,124.65117551020406,124.65117551020406,124.65117551020406,124.65117551020406,124.65117551020406,124.65117551020406,124.65117551020406,124.65117551020406,124.65117551020406,124.65117551020406,124.65117551020406,124.65117551020406,124.65117551020406
167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207,167.86746472303207
150.75562565597664,150.75562565597664,150.75562565597664,150.75562565597664,150.75562565597664,150.75562565597664,150.75562565597664,150.75562565597664,150.75562565597664,150.75562565597664,150.75562565597664,150.75562565597664,150.75562565597664,150.75562565597664,150.75562565597664,150.75562565597664
140.66319883381922,140.66319883381922,140.66319883381922,140.66319883381922,140.66319883381922,140.66319883381922,140.66319883381922,140.66319883381922,140.66319883381922,140.66319883381922,140.66319883381922,140.66319883381922,140.66319883381922,140.66319883381922,140.66319883381922,140.66319883381922
119.65348338192419,119.65348338192419,119.65348338192419,119.65348338192419,119.65348338192419,119.65348338192419,119.65348338192419,119.65348338192419,119.65348338192419,119.65348338192419,119.65348338192419,119.65348338192419,119.65348338192419,119.65348338192419,119.65348338192419,119.65348338192419
129.22834985422742,129.22834985422742,129.22834985422742,129.22834985422742,129.22834985422742,129.22834985422742,129.22834985422742,129.22834985422742,129.22834985422742,129.22834985422742,129.22834985422742,129.22834985422742,129.22834985422742,129.22834985422742,129.22834985422742,129.22834985422742
136.0860244897959,136.0860244897959,136.0860244897959,136.0860244897959,136.0860244897959,136.0860244897959,136.0860244897959,136.0860244897959,136.0860244897959,136.0860244897959,136.0860244897959,136.0860244897959,136.0860244897959,136.0860244897959,136.0860244897959,136.0860244897959
146.35636268221572,146.35636268221572,146.35636268221572,146.35636268221572,146.35636268221572,146.35636268221572,146.35636268221572,146.35636268221572,146.35636268221572,146.35636268221572,146.35636268221572,146.35636268221572,146.35636268221572,146.35636268221572,146.35636268221572,146.35636268221572
216.30787871720116,216.30787871720116,216.30787871720116,216.30787871720116,216.30787871720116,216.30787871720116,216.30787871720116,216.30787871720116,216.30787871720116,216.30787871720116,216.30787871720116,216.30787871720116,216.30787871720116,216.30787871720116,216.30787871720116,216.30787871720116
148.2648664723032,148.2648664723032,148.2648664723032,148.2648664723032,148.2648664723032,148.2648664723032,148.2648664723032,148.2648664723032,148.2648664723032,148.2648664723032,148.2648664723032,148.2648664723032,148.2648664723032,148.2648664723032,148.2648664723032,148.2648664723032
181.40490262390668,181.40490262390668,181.40490262390668,181.40490262390668,181.40490262390668,181.40490262390668,181.40490262390668,181.40490262390668,181.40490262390668,181.40490262390668,181.40490262390668,181.40490262390668,181.40490262390668,181.40490262390668,181.40490262390668,181.40490262390668
132.4954495626822,132.4954495626822,132.4954495626822,132.4954495626822,132.4954495626822,132.4954495626822,132.4954495626822,132.4954495626822,132.4954495626822,132.4954495626822,132.4954495626822,132.4954495626822,132.4954495626822,132.4954495626822,132.4954495626822,132.4954495626822
110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221
105.69552769679298,105.69552769679298,105.69552769679298,105.69552769679298,105.69552769679298,105.69552769679298,105.69552769679298,105.69552769679298,105.69552769679298,105.69552769679298,105.69552769679298,105.69552769679298,105.69552769679298,105.69552769679298,105.69552769679298,105.69552769679298
126.17150903790088,126.17150903790088,126.17150903790088,126.17150903790088,126.17150903790088,126.17150903790088,126.17150903790088,126.17150903790088,126.17150903790088,126.17150903790088,126.17150903790088,126.17150903790088,126.17150903790088,126.17150903790088,126.17150903790088,126.17150903790088
167.9159860058309,167.9159860058309,167.9159860058309,167.9159860058309,167.9159860058309,167.9159860058309,167.9159860058309,167.9159860058309,167.9159860058309,167.9159860058309,167.9159860058309,167.9159860058309,167.9159860058309,167.9159860058309,167.9159860058309,167.9159860058309
110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221,110.30504956268221
150.78797317784256,150.78797317784256,150.78797317784256,150.78797317784256,150.78797317784256,150.78797317784256,150.78797317784256,150.78797317784256,150.78797317784256,150.78797317784256,150.78797317784256,150.78797317784256,150.78797317784256,150.78797317784256,150.78797317784256,150.78797317784256
140.95432653061224,140.95432653061224,140.95432653061224,140.95432653061224,140.95432653061224,140.95432653061224,140.95432653061224,140.95432653061224,140.95432653061224,140.95432653061224,140.95432653061224,140.95432653061224,140.95432653061224,140.95432653061224,140.95432653061224,140.95432653061224
136.1183720116618,136.1183720116618,136.1183720116618,136.1183720116618,136.1183720116618,136.1183720116618,136.1183720116618,136.1183720116618,136.1183720116618,136.1183720116618,136.1183720116618,136.1183720116618,136.1183720116618,136.1183720116618,136.1183720116618,136.1183720116618
167.26903556851312,167.26903556851312,167.26903556851312,167.26903556851312,167.26903556851312,167.26903556851312,167.26903556851312,167.26903556851312,167.26903556851312,167.26903556851312,167.26903556851312,167.26903556851312,167.26903556851312,167.26903556851312,167.26903556851312,167.26903556851312
124.8452606413994,124.8452606413994,124.8452606413994,124.8452606413994,124.8452606413994,124.8452606413994,124.8452606413994,124.8452606413994,124.8452606413994,124.8452606413994,124.8452606413994,124.8452606413994,124.8452606413994,124.8452606413994,124.8452606413994,124.8452606413994
123.48666472303205,123.48666472303205,123.48666472303205,123.48666472303205,123.48666472303205,123.48666472303205,123.48666472303205,123.48666472303205,123.48666472303205,123.48666472303205,123.48666472303205,123.48666472303205,123.48666472303205,123.48666472303205,123.48666472303205,123.48666472303205
149.15442332361513,149.15442332361513,149.15442332361513,149.15442332361513,149.15442332361513,149.15442332361513,149.15442332361513,149.15442332361513,149.15442332361513,149.15442332361513,149.15442332361513,149.15442332361513,149.15442332361513,149.15442332361513,149.15442332361513,149.15442332361513
131.18537492711368,131.18537492711368,131.18537492711368,131.18537492711368,131.18537492711368,131.18537492711368,131.18537492711368,131.18537492711368,131.18537492711368,131.18537492711368,131.18537492711368,131.18537492711368,131.18537492711368,131.18537492711368,131.18537492711368,131.18537492711368
126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037,126.60820058309037
84.8475498542274,84.8475498542274,84.8475498542274,84.8475498542274,84.8475498542274,84.8475498542274,84.8475498542274,84.8475498542274,84.8475498542274,84.8475498542274,84.8475498542274,84.8475498542274,84.8475498542274,84.8475498542274,84.8475498542274,84.8475498542274
249.85225889212825,249.85225889212825,249.85225889212825,249.85225889212825,249.85225889212825,249.85225889212825,249.85225889212825,249.85225889212825,249.85225889212825,249.85225889212825,249.85225889212825,249.85225889212825,249.85225889212825,249.85225889212825,249.85225889212825,249.85225889212825
170.212660058309,170.212660058309,170.212660058309,170.212660058309,170.212660058309,170.212660058309,170.212660058309,170.212660058309,170.212660058309,170.212660058309,170.212660058309,170.212660058309,170.212660058309,170.212660058309,170.212660058309,170.212660058309
174.0781889212828,174.0781889212828,174.0781889212828,174.0781889212828,174.0781889212828,174.0781889212828,174.0781889212828,174.0781889212828,174.0781889212828,174.0781889212828,174.0781889212828,174.0781889212828,174.0781889212828,174.0781889212828,174.0781889212828,174.0781889212828
115.90117084548103,115.90117084548103,115.90117084548103,115.90117084548103,115.90117084548103,115.90117084548103,115.90117084548103,115.90117084548103,115.90117084548103,115.90117084548103,115.90117084548103,115.90117084548103,115.90117084548103,115.90117084548103,115.90117084548103,115.90117084548103
156.3517469387755,156.3517469387755,156.3517469387755,156.3517469387755,156.3517469387755,156.3517469387755,156.3517469387755,156.3517469387755,156.3517469387755,156.3517469387755,156.3517469387755,156.3517469387755,156.3517469387755,156.3517469387755,156.3517469387755,156.3517469387755
64.82443381924197,64.82443381924197,64.82443381924197,64.82443381924197,64.82443381924197,64.82443381924197,64.82443381924197,64.82443381924197,64.82443381924197,64.82443381924197,64.82443381924197,64.82443381924197,64.82443381924197,64.82443381924197,64.82443381924197,64.82443381924197
212.846693877551,212.846693877551,212.846693877551,212.846693877551,212.846693877551,212.846693877551,212.846693877551,212.846693877551,212.846693877551,212.846693877551,212.846693877551,212.846693877551,212.846693877551,212.846693877551,212.846693877551,212.846693877551
111.25930145772595,111.25930145772595,111.25930145772595,111.25930145772595,111.25930145772595,111.25930145772595,111.25930145772595,111.25930145772595,111.25930145772595,111.25930145772595,111.25930145772595,111.25930145772595,111.25930145772595,111.25930145772595,111.25930145772595,111.25930145772595
128.25792419825072,128.25792419825072,128.25792419825072,128.25792419825072,128.25792419825072,128.25792419825072,128.25792419825072,128.25792419825072,128.25792419825072,128.25792419825072,128.25792419825072,128.25792419825072,128.25792419825072,128.25792419825072,128.25792419825072,128.25792419825072
75.77406997084547,75.77406997084547,75.77406997084547,75.77406997084547,75.77406997084547,75.77406997084547,75.77406997084547,75.77406997084547,75.77406997084547,75.77406997084547,75.77406997084547,75.77406997084547,75.77406997084547,75.77406997084547,75.77406997084547,75.77406997084547
255.75568163265302,255.75568163265302,255.75568163265302,255.75568163265302,255.75568163265302,255.75568163265302,255.75568163265302,255.75568163265302,255.75568163265302,255.75568163265302,255.75568163265302,255.75568163265302,255.75568163265302,255.75568163265302,255.75568163265302,255.75568163265302
271.46040349854223,271.46040349854223,271.46040349854223,271.46040349854223,271.46040349854223,271.46040349854223,271.46040349854223,271.46040349854223,271.46040349854223,271.46040349854223,271.46040349854223,271.46040349854223,271.46040349854223,271.46040349854223,271.46040349854223,271.46040349854223
219.10593935860058,219.10593935860058,219.10593935860058,219.10593935860058,219.10593935860058,219.10593935860058,219.10593935860058,219.10593935860058,219.10593935860058,219.10593935860058,219.10593935860058,219.10593935860058,219.10593935860058,219.10593935860058,219.10593935860058,219.10593935860058
137.71957434402333,137.71957434402333,137.71957434402333,137.71957434402333,137.71957434402333,137.71957434402333,137.71957434402333,137.71957434402333,137.71957434402333,137.71957434402333,137.71957434402333,137.71957434402333,137.71957434402333,137.71957434402333,137.71957434402333,137.71957434402333
66.1021609329446,66.1021609329446,66.1021609329446,66.1021609329446,66.1021609329446,66.1021609329446,66.1021609329446,66.1021609329446,66.1021609329446,66.1021609329446,66.1021609329446,66.1021609329446,66.1021609329446,66.1021609329446,66.1021609329446,66.1021609329446
192.51627638483964,192.51627638483964,192.51627638483964,192.51627638483964,192.51627638483964,192.51627638483964,192.51627638483964,192.51627638483964,192.51627638483964,192.51627638483964,192.51627638483964,192.51627638483964,192.51627638483964,192.51627638483964,192.51627638483964,192.51627638483964
97.56012594752185,97.56012594752185,97.56012594752185,97.56012594752185,97.56012594752185,97.56012594752185,97.56012594752185,97.56012594752185,97.56012594752185,97.56012594752185,97.56012594752185,97.56012594752185,97.56012594752185,97.56012594752185,97.56012594752185,97.56012594752185
120.39747638483963,120.39747638483963,120.39747638483963,120.39747638483963,120.39747638483963,120.39747638483963,120.39747638483963,120.39747638483963,120.39747638483963,120.39747638483963,120.39747638483963,120.39747638483963,120.39747638483963,120.39747638483963,120.39747638483963,120.39747638483963
147.3914833819242,147.3914833819242,147.3914833819242,147.3914833819242,147.3914833819242,147.3914833819242,147.3914833819242,147.3914833819242,147.3914833819242,147.3914833819242,147.3914833819242,147.3914833819242,147.3914833819242,147.3914833819242,147.3914833819242,147.3914833819242
99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356
128.19322915451895,128.19322915451895,128.19322915451895,128.19322915451895,128.19322915451895,128.19322915451895,128.19322915451895,128.19322915451895,128.19322915451895,128.19322915451895,128.19322915451895,128.19322915451895,128.19322915451895,128.19322915451895,128.19322915451895,128.19322915451895
109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586
158.535204664723,158.535204664723,158.535204664723,158.535204664723,158.535204664723,158.535204664723,158.535204664723,158.535204664723,158.535204664723,158.535204664723,158.535204664723,158.535204664723,158.535204664723,158.535204664723,158.535204664723,158.535204664723
112.43998600583089,112.43998600583089,112.43998600583089,112.43998600583089,112.43998600583089,112.43998600583089,112.43998600583089,112.43998600583089,112.43998600583089,112.43998600583089,112.43998600583089,112.43998600583089,112.43998600583089,112.43998600583089,112.43998600583089,112.43998600583089
118.45662507288628,118.45662507288628,118.45662507288628,118.45662507288628,118.45662507288628,118.45662507288628,118.45662507288628,118.45662507288628,118.45662507288628,118.45662507288628,118.45662507288628,118.45662507288628,118.45662507288628,118.45662507288628,118.45662507288628,118.45662507288628
118.7477527696793,118.7477527696793,118.7477527696793,118.7477527696793,118.7477527696793,118.7477527696793,118.7477527696793,118.7477527696793,118.7477527696793,118.7477527696793,118.7477527696793,118.7477527696793,118.7477527696793,118.7477527696793,118.7477527696793,118.7477527696793
130.18260174927113,130.18260174927113,130.18260174927113,130.18260174927113,130.18260174927113,130.18260174927113,130.18260174927113,130.18260174927113,130.18260174927113,130.18260174927113,130.18260174927113,130.18260174927113,130.18260174927113,130.18260174927113,130.18260174927113,130.18260174927113
195.67015976676385,195.67015976676385,195.67015976676385,195.67015976676385,195.67015976676385,195.67015976676385,195.67015976676385,195.67015976676385,195.67015976676385,195.67015976676385,195.67015976676385,195.67015976676385,195.67015976676385,195.67015976676385,195.67015976676385,195.67015976676385
209.87072186588918,209.87072186588918,209.87072186588918,209.87072186588918,209.87072186588918,209.87072186588918,209.87072186588918,209.87072186588918,209.87072186588918,209.87072186588918,209.87072186588918,209.87072186588918,209.87072186588918,209.87072186588918,209.87072186588918,209.87072186588918
146.80922798833817,146.80922798833817,146.80922798833817,146.80922798833817,146.80922798833817,146.80922798833817,146.80922798833817,146.80922798833817,146.80922798833817,146.80922798833817,146.80922798833817,146.80922798833817,146.80922798833817,146.80922798833817,146.80922798833817,146.80922798833817
138.47974110787172,138.47974110787172,138.47974110787172,138.47974110787172,138.47974110787172,138.47974110787172,138.47974110787172,138.47974110787172,138.47974110787172,138.47974110787172,138.47974110787172,138.47974110787172,138.47974110787172,138.47974110787172,138.47974110787172,138.47974110787172
103.67380758017491,103.67380758017491,103.67380758017491,103.67380758017491,103.67380758017491,103.67380758017491,103.67380758017491,103.67380758017491,103.67380758017491,103.67380758017491,103.67380758017491,103.67380758017491,103.67380758017491,103.67380758017491,103.67380758017491,103.67380758017491
124.79673935860058,124.79673935860058,124.79673935860058,124.79673935860058,124.79673935860058,124.79673935860058,124.79673935860058,124.79673935860058,124.79673935860058,124.79673935860058,124.79673935860058,124.79673935860058,124.79673935860058,124.79673935860058,124.79673935860058,124.79673935860058
109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586,109.9007055393586
128.79165830903787,128.79165830903787,128.79165830903787,128.79165830903787,128.79165830903787,128.79165830903787,128.79165830903787,128.79165830903787,128.79165830903787,128.79165830903787,128.79165830903787,128.79165830903787,128.79165830903787,128.79165830903787,128.79165830903787,128.79165830903787
99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356,99.98619008746356
234.56805481049562,234.56805481049562,234.56805481049562,234.56805481049562,234.56805481049562,234.56805481049562,234.56805481049562,234.56805481049562,234.56805481049562,234.56805481049562,234.56805481049562,234.56805481049562,234.56805481049562,234.56805481049562,234.56805481049562,234.56805481049562
127.44923615160349,127.44923615160349,127.44923615160349,127.44923615160349,127.44923615160349,127.44923615160349,127.44923615160349,127.44923615160349,127.44923615160349,127.44923615160349,127.44923615160349,127.44923615160349,127.44923615160349,127.44923615160349,127.44923615160349,127.44923615160349
113.28102157434402,113.28102157434402,113.28102157434402,113.28102157434402,113.28102157434402,113.28102157434402,113.28102157434402,113.28102157434402,113.28102157434402,113.28102157434402,113.28102157434402,113.28102157434402,113.28102157434402,113.28102157434402,113.28102157434402,113.28102157434402
120.5268664723032,120.5268664723032,120.5268664723032,120.5268664723032,120.5268664723032,120.5268664723032,120.5268664723032,120.5268664723032,120.5268664723032,120.5268664723032,120.5268664723032,120.5268664723032,120.5268664723032,120.5268664723032,120.5268664723032,120.5268664723032
140.90580524781342,140.90580524781342,140.90580524781342,140.90580524781342,140.90580524781342,140.90580524781342,140.90580524781342,140.90580524781342,140.90580524781342,140.90580524781342,140.90580524781342,140.90580524781342,140.90580524781342,140.90580524781342,140.90580524781342,140.90580524781342
133.54674402332358,133.54674402332358,133.54674402332358,133.54674402332358,133.54674402332358,133.54674402332358,133.54674402332358,133.54674402332358,133.54674402332358,133.54674402332358,133.54674402332358,133.54674402332358,133.54674402332358,133.54674402332358,133.54674402332358,133.54674402332358
153.61838134110786,153.61838134110786,153.61838134110786,153.61838134110786,153.61838134110786,153.61838134110786,153.61838134110786,153.61838134110786,153.61838134110786,153.61838134110786,153.61838134110786,153.61838134110786,153.61838134110786,153.61838134110786,153.61838134110786,153.61838134110786
75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725,75.83876501457725
166.49269504373177,166.49269504373177,166.49269504373177,166.49269504373177,166.49269504373177,166.49269504373177,166.49269504373177,166.49269504373177,166.49269504373177,166.49269504373177,166.49269504373177,166.49269504373177,166.49269504373177,166.49269504373177,166.49269504373177,166.49269504373177
100.34201282798833,100.34201282798833,100.34201282798833,100.34201282798833,100.34201282798833,100.34201282798833,100.34201282798833,100.34201282798833,100.34201282798833,100.34201282798833,100.34201282798833,100.34201282798833,100.34201282798833,100.34201282798833,100.34201282798833,100.34201282798833
110.79026239067055,110.79026239067055,110.79026239067055,110.79026239067055,110.79026239067055,110.79026239067055,110.79026239067055,110.79026239067055,110.79026239067055,110.79026239067055,110.79026239067055,110.79026239067055,110.79026239067055,110.79026239067055,110.79026239067055,110.79026239067055
169.53336209912536,169.53336209912536,169.53336209912536,169.53336209912536,169.53336209912536,169.53336209912536,169.53336209912536,169.53336209912536,169.53336209912536,169.53336209912536,169.53336209912536,169.53336209912536,169.53336209912536,169.53336209912536,169.53336209912536,169.53336209912536
115.28656793002915,115.28656793002915,115.28656793002915,115.28656793002915,115.28656793002915,115.28656793002915,115.28656793002915,115.28656793002915,115.28656793002915,115.28656793002915,115.28656793002915,115.28656793002915,115.28656793002915,115.28656793002915,115.28656793002915,115.28656793002915
114.00884081632651,114.00884081632651,114.00884081632651,114.00884081632651,114.00884081632651,114.00884081632651,114.00884081632651,114.00884081632651,114.00884081632651,114.00884081632651,114.00884081632651,114.00884081632651,114.00884081632651,114.00884081632651,114.00884081632651,114.00884081632651
112.8766775510204,112.8766775510204,112.8766775510204,112.8766775510204,112.8766775510204,112.8766775510204,112.8766775510204,112.8766775510204,112.8766775510204,112.8766775510204,112.8766775510204,112.8766775510204,112.8766775510204,112.8766775510204,112.8766775510204,112.8766775510204
