,weight,GTI,pitax,table_row
234,543.0935302380353,508196.8328597703,0.0,6
314,543.0935302380353,515682.76818795624,0.0,6
162,543.0935302380353,519009.5314312548,0.0,6
44,543.0935302380353,519009.5314312548,0.0,6
51,543.0935302380353,519009.5314312548,0.0,6
73,543.0935302380353,522787.4883121314,0.0,6
308,543.0935302380353,540634.9285742237,0.0,6
229,543.0935302380353,540634.9285742237,0.0,6
105,543.0935302380353,540634.9285742237,0.0,6
107,543.0935302380353,540634.9285742237,0.0,6
211,543.0935302380353,540634.9285742237,0.0,6
38,543.0935302380353,540634.9285742237,0.0,6
80,543.0935302380353,540634.9285742237,0.0,6
197,543.0935302380353,540634.9285742237,0.0,6
12,543.0935302380353,540634.9285742237,0.0,6
328,543.0935302380353,540634.9285742237,0.0,6
176,543.0935302380353,540634.9285742237,0.0,6
306,543.0935302380353,540634.9285742237,0.0,6
95,543.0935302380353,558393.70470803,0.0,6
169,543.0935302380353,562260.3257171927,0.0,6
178,543.0935302380353,562260.3257171927,0.0,6
140,543.0935302380353,574154.2941458256,0.0,6
266,543.0935302380353,577398.1037172709,0.0,7
318,543.0935302380353,578799.4294521353,0.0,7
222,543.0935302380353,578799.4294521353,0.0,7
66,543.0935302380353,583885.7228601617,0.0,7
309,543.0935302380353,583885.7228601617,0.0,7
131,543.0935302380353,587211.7089407501,0.0,7
220,543.0935302380353,587830.1952990392,0.0,7
213,543.0935302380353,591104.2804264846,0.0,7
319,543.0935302380353,593803.1299899273,0.0,7
3,543.0935302380353,594698.4214316461,0.0,7
78,543.0935302380353,594698.4214316461,0.0,7
279,543.0935302380353,599456.0088030993,0.0,7
102,543.0935302380353,602421.7799676838,0.0,7
120,543.0935302380353,605891.7269928468,0.0,7
126,543.0935302380353,605891.7269928468,0.0,7
339,543.0935302380353,607673.6597174276,0.0,7
108,543.0935302380353,611555.4185045904,0.0,7
20,543.0935302380353,614922.4928397507,0.0,7
29,543.0935302380353,614922.4928397507,0.0,7
223,543.0935302380353,616572.5106417591,0.0,7
292,543.0935302380353,625754.6542686638,0.0,7
313,543.0935302380353,626055.2472889511,0.0,7
297,543.0935302380353,627136.5171460994,0.0,7
57,543.0935302380353,627136.5171460994,0.0,7
198,543.0935302380353,632270.3864278403,0.0,7
112,543.0935302380353,641553.4260482901,0.0,7
321,543.0935302380353,642014.7903804622,0.0,7
192,543.0935302380353,648761.9142890683,0.0,7
233,543.0935302380353,648761.9142890684,0.0,7
294,543.0935302380353,648761.9142890684,0.0,7
275,543.0935302380353,648761.9142890684,0.0,7
145,543.0935302380353,648761.9142890684,0.0,7
113,543.0935302380353,648761.9142890684,0.0,7
132,543.0935302380353,648761.9142890684,0.0,7
167,543.0935302380353,648761.9142890684,0.0,8
129,543.0935302380353,648761.9142890684,0.0,8
32,543.0935302380353,648761.9142890684,0.0,8
24,543.0935302380353,648761.9142890684,0.0,8
119,543.0935302380353,648761.9142890684,0.0,8
54,543.0935302380353,648761.9142890684,0.0,8
115,543.0935302380353,648761.9142890684,0.0,8
55,543.0935302380353,648761.9142890684,0.0,8
60,543.0935302380353,648761.9142890684,0.0,8
201,543.0935302380353,648761.9142890684,0.0,8
93,543.0935302380353,648761.9142890684,0.0,8
86,543.0935302380353,648761.9142890684,0.0,8
81,543.0935302380353,648761.9142890684,0.0,8
71,543.0935302380353,648761.9142890684,0.0,8
45,543.0935302380353,648761.9142890684,0.0,8
144,543.0935302380353,648761.9142890684,0.0,8
63,543.0935302380353,650924.4540033655,0.0,8
281,543.0935302380353,675793.6607177798,0.0,8
11,543.0935302380353,679037.470289225,0.0,8
2,543.0935302380353,679556.4798206562,0.0,8
8,543.0935302380353,680577.1985658043,0.0,8
116,543.0935302380353,682907.2675285933,0.0,8
239,543.0935302380353,682908.4163778163,0.0,8
303,543.0935302380353,683707.7176655959,0.0,8
69,543.0935302380353,684212.4278255375,0.0,8
135,543.0935302380353,687168.6196149813,0.0,8
180,543.0935302380353,692012.7085750063,0.0,8
50,543.0935302380353,696199.3854618852,0.0,8
43,543.0935302380353,696270.7492724569,0.0,8
104,543.0935302380353,703459.0312827798,0.0,8
152,543.0935302380353,704122.930975069,0.0,8
134,543.0935302380353,706648.7773613677,0.0,8
76,543.0935302380353,708794.0167579503,0.0,8
287,543.0935302380353,712658.4752273989,0.0,9
246,543.0935302380353,713638.1057179754,0.0,9
183,543.0935302380353,713776.5082596903,0.0,9
0,543.0935302380353,714260.9171556928,0.0,9
133,543.0935302380353,724450.8042894597,0.0,9
184,543.0935302380353,726613.3440037568,0.0,9
101,543.0935302380353,730505.9154894912,0.0,9
295,543.0935302380353,737503.8940049559,0.0,9
228,543.0935302380353,740587.6756375432,0.0,9
171,543.0935302380353,746076.2014324287,0.0,9
225,543.0935302380353,751054.3678547401,0.0,9
6,543.0935302380353,752563.8205753193,0.0,9
284,543.0935302380353,756456.3920610538,0.0,9
272,543.0935302380353,756888.9000039131,0.0,9
304,543.0935302380353,756888.9000039131,0.0,9
181,543.0935302380353,756888.9000039131,0.0,9
244,543.0935302380353,756888.9000039131,0.0,9
117,543.0935302380353,756888.9000039131,0.0,9
337,543.0935302380353,756888.9000039131,0.0,9
226,543.0935302380353,761213.979432507,0.0,9
214,543.0935302380353,765244.9534599565,0.0,9
293,543.0935302380353,768123.2938196855,0.0,9
118,543.0935302380353,773107.94786114,0.0,9
296,543.0935302380353,778514.2971468822,0.0,9
280,543.0935302380353,778514.2971468822,0.0,9
141,543.0935302380353,778514.2971468822,0.0,9
13,543.0935302380353,778514.2971468822,0.0,9
249,543.0935302380353,778514.2971468822,0.0,9
121,543.0935302380353,778514.2971468822,0.0,9
241,543.0935302380353,778514.2971468822,0.0,9
177,543.0935302380353,778514.2971468822,0.0,9
41,543.0935302380353,789640.5639769397,0.0,9
217,543.0935302380353,810076.5642770452,0.0,9
301,543.0935302380353,810952.3928613355,0.0,9
92,543.0935302380353,813114.9325756324,0.0,10
212,543.0935302380353,816966.4158067951,0.0,10
125,543.0935302380353,817440.0120042263,0.0,10
16,543.0935302380353,819948.5580728106,0.0,10
75,543.0935302380353,820389.7161745272,0.0,10
170,543.0935302380353,820389.7161745272,0.0,10
291,543.0935302380353,830410.9252105791,0.0,10
96,543.0935302380353,830415.2502900077,0.0,10
59,543.0935302380353,830415.2502900077,0.0,10
250,543.0935302380353,830415.2502900077,0.0,10
28,543.0935302380353,832577.7900043046,0.0,10
83,543.0935302380353,836902.8694328984,0.0,10
84,543.0935302380353,837909.6668286356,0.0,10
97,543.0935302380353,843390.4885757889,0.0,10
187,543.0935302380353,843390.4885757889,0.0,10
340,543.0935302380353,847715.5680043828,0.0,10
338,543.0935302380353,854408.6622098146,0.0,10
276,543.0935302380353,856365.7268615703,0.0,10
34,543.0935302380353,860710.2691475928,0.0,10
46,543.0935302380353,865015.8857187578,0.0,10
335,543.0935302380353,865015.8857187578,0.0,10
172,543.0935302380353,865015.8857187578,0.0,10
1,543.0935302380353,865015.8857187578,0.0,10
247,543.0935302380353,865015.8857187578,0.0,10
10,543.0935302380353,865015.8857187578,0.0,10
56,543.0935302380353,865015.8857187578,0.0,10
168,543.0935302380353,865015.8857187578,0.0,10
245,543.0935302380353,865015.8857187578,0.0,10
164,543.0935302380353,865015.8857187578,0.0,10
157,543.0935302380353,865015.8857187578,0.0,10
307,543.0935302380353,865015.8857187578,0.0,10
123,543.0935302380353,865015.8857187578,0.0,10
99,543.0935302380353,865015.8857187578,0.0,10
209,543.0935302380353,865015.8857187578,0.0,10
232,543.0935302380353,865015.8857187578,0.0,11
87,543.0935302380353,865015.8857187578,0.0,11
325,543.0935302380353,865015.8857187578,0.0,11
79,543.0935302380353,865015.8857187578,0.0,11
215,543.0935302380353,865015.8857187578,0.0,11
443,543.0935302380353,868060.741636488,0.0,11
674,543.0935302380353,881580.9399302722,0.0,11
516,543.0935302380353,884842.0498194318,0.0,11
548,543.0935302380353,886641.2828617268,0.0,11
531,543.0935302380353,887778.7787514471,0.0,11
404,543.0935302380353,890966.3622903208,0.0,11
612,543.0935302380353,893718.667132326,0.0,11
406,543.0935302380353,899616.5211475083,0.0,11
397,543.0935302380353,900950.8081512295,0.0,11
512,543.0935302380353,910541.6717841362,0.0,11
661,543.0935302380353,910993.4905308505,0.0,11
402,543.0935302380353,919079.3785761803,0.0,11
650,543.0935302380353,921194.3424167628,0.0,11
472,543.0935302380353,921194.3424167628,0.0,11
557,543.0935302380353,921525.2109930502,0.0,11
660,543.0935302380353,926233.0599510744,0.0,11
492,543.0935302380353,928111.5635897717,0.0,11
400,543.0935302380353,929892.077147665,0.0,11
572,543.0935302380353,931557.2327276734,0.0,11
624,543.0935302380353,931557.2327276734,0.0,11
439,543.0935302380353,932222.2136898197,0.0,11
369,543.0935302380353,934217.1565762585,0.0,11
534,543.0935302380353,938178.9293328505,0.0,11
383,543.0935302380353,944331.3548200253,0.0,11
681,543.0935302380353,951517.4742906339,0.0,11
514,543.0935302380353,951517.4742906339,0.0,11
564,543.0935302380353,955842.5537192273,0.0,11
689,543.0935302380353,966828.2554678556,0.0,11
464,543.0935302380353,966828.2554678556,0.0,12
454,543.0935302380353,966828.2554678556,0.0,12
629,543.0935302380353,966828.2554678556,0.0,12
388,543.0935302380353,966828.2554678556,0.0,12
382,543.0935302380353,966828.2554678556,0.0,12
642,543.0935302380353,966828.2554678556,0.0,12
571,543.0935302380353,966828.2554678556,0.0,12
544,543.0935302380353,968694.5272412943,0.0,12
649,543.0935302380353,973142.8714336026,0.0,12
598,543.0935302380353,973142.8714336026,0.0,12
441,543.0935302380353,973142.8714336026,0.0,12
618,543.0935302380353,973142.8714336026,0.0,12
509,543.0935302380353,973142.8714336026,0.0,12
600,543.0935302380353,978112.387697057,0.0,12
637,543.0935302380353,982972.5605462072,0.0,12
634,543.0935302380353,982972.5605462072,0.0,12
395,543.0935302380353,982972.5605462072,0.0,12
644,543.0935302380353,989751.176439403,0.0,12
535,543.0935302380353,992605.7288622747,0.0,12
528,543.0935302380353,994768.2685765716,0.0,12
372,543.0935302380353,996952.4336880115,0.0,12
426,543.0935302380353,1001826.7982040364,0.0,12
651,543.0935302380353,1004744.0642786233,0.0,12
595,543.0935302380353,1006260.0046183451,0.0,12
575,543.0935302380353,1016393.6657195406,0.0,12
417,543.0935302380353,1016393.6657195406,0.0,12
495,543.0935302380353,1020718.7451481343,0.0,12
505,543.0935302380353,1027206.3642910251,0.0,12
451,543.0935302380353,1032238.5942061939,0.0,12
622,543.0935302380353,1037497.890791364,0.0,12
667,543.0935302380353,1038019.0628625096,0.0,12
461,543.0935302380353,1038019.0628625096,0.0,12
524,543.0935302380353,1038019.0628625096,0.0,12
659,543.0935302380353,1046228.670142791,0.0,12
562,543.0935302380353,1046669.2217196971,0.0,13
408,543.0935302380353,1057813.5322404956,0.0,13
361,543.0935302380353,1059402.255557477,0.0,13
384,543.0935302380353,1059644.4600054787,0.0,13
521,543.0935302380353,1059644.4600054787,0.0,13
353,543.0935302380353,1059644.4600054787,0.0,13
525,543.0935302380353,1063428.904505498,0.0,13
684,543.0935302380353,1071095.1077926806,0.0,13
453,543.0935302380353,1080586.4945987293,0.0,13
385,543.0935302380353,1080586.4945987293,0.0,13
566,543.0935302380353,1080586.4945987293,0.0,13
680,543.0935302380353,1080586.4945987293,0.0,13
444,543.0935302380353,1081269.8571484473,0.0,13
473,543.0935302380353,1081269.8571484473,0.0,13
641,543.0935302380353,1081269.8571484473,0.0,13
430,543.0935302380353,1081269.8571484473,0.0,13
510,543.0935302380353,1081269.8571484473,0.0,13
450,543.0935302380353,1081269.8571484473,0.0,13
645,543.0935302380353,1081269.8571484473,0.0,13
362,543.0935302380353,1081269.8571484473,0.0,13
368,543.0935302380353,1081269.8571484473,0.0,13
665,543.0935302380353,1081269.8571484473,0.0,13
348,543.0935302380353,1081269.8571484473,0.0,13
468,543.0935302380353,1081269.8571484473,0.0,13
620,543.0935302380353,1081269.8571484473,0.0,13
583,543.0935302380353,1081269.8571484473,0.0,13
596,543.0935302380353,1081269.8571484473,0.0,13
449,543.0935302380353,1083350.2203536008,0.0,13
611,543.0935302380353,1086184.7017047496,0.0,13
359,543.0935302380353,1092973.5220822224,0.0,13
341,543.0935302380353,1102895.2542914166,0.0,13
467,543.0935302380353,1105609.241632859,0.0,13
567,543.0935302380353,1105609.241632859,0.0,13
664,543.0935302380353,1105609.241632859,0.0,13
351,543.0935302380353,1105609.241632859,0.0,14
608,543.0935302380353,1105609.241632859,0.0,14
669,543.0935302380353,1105609.241632859,0.0,14
462,543.0935302380353,1105609.241632859,0.0,14
413,543.0935302380353,1105609.241632859,0.0,14
410,543.0935302380353,1105609.241632859,0.0,14
460,543.0935302380353,1105609.241632859,0.0,14
656,543.0935302380353,1107220.33372001,0.0,14
515,543.0935302380353,1111095.60488803,0.0,14
654,543.0935302380353,1121724.4875837993,0.0,14
423,543.0935302380353,1123547.5085629518,0.0,14
391,543.0935302380353,1124518.4888946707,0.0,14
500,543.0935302380353,1124520.6514343855,0.0,14
580,543.0935302380353,1135333.3500058698,0.0,14
422,543.0935302380353,1138220.3405244562,0.0,14
371,543.0935302380353,1138220.3405244562,0.0,14
344,543.0935302380353,1141630.6656539023,0.0,14
690,543.0935302380353,1143118.4929773386,0.0,14
386,543.0935302380353,1151119.8899202375,0.0,14
561,543.0935302380353,1155155.1890271148,0.0,14
609,543.0935302380353,1155155.1890271148,0.0,14
579,543.0935302380353,1159971.840764515,0.0,14
643,543.0935302380353,1160202.5567202843,0.0,14
474,543.0935302380353,1162159.6551617226,0.0,14
355,543.0935302380353,1167771.4457203234,0.0,14
378,543.0935302380353,1167771.4457203234,0.0,14
375,543.0935302380353,1172096.525148917,0.0,14
623,543.0935302380353,1172503.082615205,0.0,14
487,543.0935302380353,1174955.4026512175,0.0,14
416,543.0935302380353,1180746.6840061045,0.0,14
432,543.0935302380353,1181594.3995741091,0.0,14
621,543.0935302380353,1181594.3995741091,0.0,14
360,543.0935302380353,1181594.3995741091,0.0,14
655,543.0935302380353,1189396.8428632922,0.0,15
657,543.0935302380353,1189396.8428632922,0.0,15
603,543.0935302380353,1189407.6555618637,0.0,15
370,543.0935302380353,1190289.971765297,0.0,15
543,543.0935302380353,1200209.5414347765,0.0,15
374,543.0935302380353,1208511.5313979625,0.0,15
457,543.0935302380353,1208511.5313979625,0.0,15
420,543.0935302380353,1208511.5313979625,0.0,15
363,543.0935302380353,1208511.5313979625,0.0,15
522,543.0935302380353,1208511.5313979625,0.0,15
679,543.0935302380353,1208511.5313979625,0.0,15
506,543.0935302380353,1211022.240006261,0.0,15
662,543.0935302380353,1211022.240006261,0.0,15
688,543.0935302380353,1211022.240006261,0.0,15
527,543.0935302380353,1225943.7640349097,0.0,15
668,543.0935302380353,1228681.5393132097,0.0,15
533,543.0935302380353,1228681.5393132097,0.0,15
538,543.0935302380353,1228681.5393132097,0.0,15
626,543.0935302380353,1228681.5393132097,0.0,15
421,543.0935302380353,1228681.5393132097,0.0,15
616,543.0935302380353,1228681.5393132097,0.0,15
399,543.0935302380353,1228681.5393132097,0.0,15
471,543.0935302380353,1228681.5393132097,0.0,15
507,543.0935302380353,1228681.5393132097,0.0,15
367,543.0935302380353,1228681.5393132097,0.0,15
366,543.0935302380353,1228681.5393132097,0.0,15
574,543.0935302380353,1228681.5393132097,0.0,15
577,543.0935302380353,1228681.5393132097,0.0,15
349,543.0935302380353,1228681.5393132097,0.0,15
345,543.0935302380353,1228681.5393132097,0.0,15
343,543.0935302380353,1228681.5393132097,0.0,15
586,543.0935302380353,1228681.5393132097,0.0,15
587,543.0935302380353,1228681.5393132097,0.0,15
594,543.0935302380353,1228681.5393132097,0.0,15
376,543.0935302380353,1228681.5393132097,0.0,16
610,543.0935302380353,1228681.5393132097,0.0,16
593,543.0935302380353,1228681.5393132097,0.0,16
490,543.0935302380353,1228681.5393132097,0.0,16
458,543.0935302380353,1228681.5393132097,0.0,16
483,543.0935302380353,1228681.5393132097,0.0,16
435,543.0935302380353,1228681.5393132097,0.0,16
463,543.0935302380353,1228681.5393132097,0.0,16
477,543.0935302380353,1228681.5393132097,0.0,16
433,543.0935302380353,1228681.5393132097,0.0,16
482,543.0935302380353,1228681.5393132097,0.0,16
431,543.0935302380353,1228681.5393132097,0.0,16
475,543.0935302380353,1228681.5393132097,0.0,16
452,543.0935302380353,1228681.5393132097,0.0,16
489,543.0935302380353,1228681.5393132097,0.0,16
602,543.0935302380353,1239301.7718501217,0.0,16
630,543.0935302380353,1245622.8754350115,0.0,16
405,543.0935302380353,1256435.574006496,0.0,16
632,543.0935302380353,1271573.3520065742,0.0,16
582,543.0935302380353,1281304.78072091,0.0,16
530,543.0935302380353,1286008.304599506,0.0,16
676,543.0935302380353,1286711.1300066523,0.0,16
412,543.0935302380353,1288873.6697209494,0.0,16
677,543.0935302380353,1288873.6697209494,0.0,16
407,543.0935302380353,1291875.2748443931,0.0,16
685,543.0935302380353,1297523.8285781369,0.0,16
440,543.0935302380353,1297523.8285781369,0.0,16
599,543.0935302380353,1297523.8285781369,0.0,16
491,543.0935302380353,1297523.8285781369,0.0,16
560,543.0935302380353,1297523.8285781369,0.0,16
549,543.0935302380353,1297523.8285781369,0.0,16
486,543.0935302380353,1297523.8285781369,0.0,16
479,543.0935302380353,1297523.8285781369,0.0,16
485,543.0935302380353,1297523.8285781369,0.0,17
394,543.0935302380353,1297523.8285781369,0.0,17
555,543.0935302380353,1297523.8285781369,0.0,17
683,543.0935302380353,1297523.8285781369,0.0,17
631,543.0935302380353,1297523.8285781369,0.0,17
403,543.0935302380353,1297523.8285781369,0.0,17
429,543.0935302380353,1297523.8285781369,0.0,17
425,543.0935302380353,1297523.8285781369,0.0,17
625,543.0935302380353,1297523.8285781369,0.0,17
691,543.0935302380353,1297523.8285781369,0.0,17
352,543.0935302380353,1297523.8285781369,0.0,17
511,543.0935302380353,1297523.8285781369,0.0,17
556,543.0935302380353,1300423.7943350093,0.0,17
347,543.0935302380353,1305156.3435513326,0.0,17
481,543.0935302380353,1308437.0176669704,0.0,17
678,543.0935302380353,1308552.7811210507,0.0,17
658,543.0935302380353,1308552.7811210507,0.0,17
498,543.0935302380353,1315987.5926588036,0.0,17
387,543.0935302380353,1321452.3305168322,0.0,17
613,543.0935302380353,1326687.839165145,0.0,17
591,543.0935302380353,1326687.839165145,0.0,17
390,543.0935302380353,1335755.3681871917,0.0,17
532,543.0935302380353,1337448.6367834862,0.0,17
584,543.0935302380353,1347398.4820089664,0.0,17
455,543.0935302380353,1357339.677075589,0.0,17
409,543.0935302380353,1359564.9304416005,0.0,17
590,543.0935302380353,1361485.265707896,0.0,17
546,543.0935302380353,1365814.5350571866,0.0,17
488,543.0935302380353,1372708.8468250972,0.0,17
588,543.0935302380353,1373212.718578528,0.0,17
545,543.0935302380353,1387260.576562601,0.0,17
551,543.0935302380353,1397000.6554357943,0.0,17
501,543.0935302380353,1405650.8142929815,0.0,17
615,543.0935302380353,1405650.8142929818,0.0,17
503,543.0935302380353,1405650.8142929818,0.0,18
358,543.0935302380353,1406923.4689148455,0.0,18
607,543.0935302380353,1406923.4689148455,0.0,18
606,543.0935302380353,1407315.9698729906,0.0,18
357,543.0935302380353,1410109.9711838618,0.0,18
445,543.0935302380353,1412138.4334358722,0.0,18
550,543.0935302380353,1413254.3039284495,0.0,18
389,543.0935302380353,1413968.8543556097,0.0,18
446,543.0935302380353,1415529.2957078898,0.0,18
447,543.0935302380353,1421869.8621502083,0.0,18
499,543.0935302380353,1426685.8380939479,0.0,18
666,543.0935302380353,1427276.2114359508,0.0,18
592,543.0935302380353,1430303.7670359663,0.0,18
605,543.0935302380353,1431958.1099174034,0.0,18
